nome_produto,marca,segmento,categoria,subcategoria
Resina Acrílica Termopolimerizável em Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Gengiva SCT 80g ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Termopolimerizável Micro ondas em Pó 1kg ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Micro ondas em Pó 225g ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Pó 450g ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Acrílica Termopolimerizável Pó Rosa Médio Com Veia ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Termopolimerizável Wave Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Vipi Cril Plus Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Resina Acrílica Vipi Wave Pó ,,Laboratório,Resinas e Polímeros,Resinas Acrílicas
Compósito Para Próteses Longa Duração LuxaCrown ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica 3M™ Protemp™ 4 ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Luxatemp Star ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Luxatemp Star Smartmix ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Master Temp ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Master Temp ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Primma Art ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Primma Art ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Proviplast A1 ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Structur 2 SC ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Structur 2 SC ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Structur 3 ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Structur 3 A2 ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Structur 3 QuickMix ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica TempSmart ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Visalys Temp ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Yprov Bisacryl ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Resina Bisacrílica Yprov Bisacryl ,,Dentista,Prótese Clínica e Reabilitação Oral,Materiais para Provisórios
Kit Essencial Resina Vittra APS ,,Dentista,Dentística e Estética,Resinas Compostas
Kit Intro Resina Opallis ,,Dentista,Dentística e Estética,Resinas Compostas
Kit Resina Amaris ,Amaris,Dentista,Dentística e Estética,Resinas Compostas
Kit Resina Compômero Twinky Star Cápsulas ,Twink Star,Dentista,Dentística e Estética,Resinas Compostas
Kit Resina Llis ,Llis,Dentista,Dentística e Estética,Resinas Compostas
Kit Resina Spectra Basic ,Spectra,Dentista,Dentística e Estética,Resinas Compostas
Kit Resina Z100 ,Z100,Dentista,Dentística e Estética,Resinas Compostas
Resina 3M™ Filtek™ One Bulk Fill ,Filtek,Dentista,Dentística e Estética,Resinas Compostas
Resina 3M™ Filtek™ One Bulk Fill Kit,Filtek,Dentista,Dentística e Estética,Resinas Compostas
Resina 3M™ Filtek™ One Bulk Fill Cápsula ,Filtek,Dentista,Dentística e Estética,Resinas Compostas
Resina 3M™ Filtek™ Universal ,Filtek,Dentista,Dentística e Estética,Resinas Compostas
Resina 3M™ Filtek™ Universal Cápsula ,Filtek,Dentista,Dentística e Estética,Resinas Compostas
Resina 3M™ Filtek™ Universal PO ,Filtek,Dentista,Dentística e Estética,Resinas Compostas
Resina 3M™ Filtek™ Z250 XT ,Z250,Dentista,Dentística e Estética,Resinas Compostas
Resina 3M™ Filtek™ Z250 XT DuoPack ,Z250,Dentista,Dentística e Estética,Resinas Compostas
Resina 3M™ Filtek™ Z350 XT ,Z250,Dentista,Dentística e Estética,Resinas Compostas
Resina Admira Fusion ,Admira Fusion,Dentista,Dentística e Estética,Resinas Compostas
Resina All Prime,All Prime,Dentista,Dentística e Estética,Resinas Compostas
Resina Amaris Gingiva Natural ,Amaris,Dentista,Dentística e Estética,Resinas Compostas
Resina Applic ,Applic,Dentista,Dentística e Estética,Resinas Compostas
Resina Assist. Aps Opaquer Ow 1 Seringa ,Assist,Dentista,Dentística e Estética,Resinas Compostas
Resina Assist. Aps Opaquer Pink 1 Seringa ,Assist,Dentista,Dentística e Estética,Resinas Compostas
Resina Assist. Aps Opaquer Universal 1 Seringa ,Assist,Dentista,Dentística e Estética,Resinas Compostas
Resina Atos ,Atos,Dentista,Dentística e Estética,Resinas Compostas
Resina Atos ,Atos,Dentista,Dentística e Estética,Resinas Compostas
Resina Atos Academic ,Atos,Dentista,Dentística e Estética,Resinas Compostas
Resina Aura Bulk Fill ,Aura,Dentista,Dentística e Estética,Resinas Compostas
Resina Aura Dentina Chroma ,Aura,Dentista,Dentística e Estética,Resinas Compostas
Resina Beautifil Bulk ,Beautifil,Dentista,Dentística e Estética,Resinas Compostas
Resina Beautifil II ,Beautifil,Dentista,Dentística e Estética,Resinas Compostas
Resina Beautifil II Esmalte ,Beautifil,Dentista,Dentística e Estética,Resinas Compostas
Resina Beautifil II LS ,Beautifil,Dentista,Dentística e Estética,Resinas Compostas
Resina Beautifil Opaquer ,Beautifil,Dentista,Dentística e Estética,Resinas Compostas
"Resina Beautifil X SA0,5 ",Beautifil,Dentista,Dentística e Estética,Resinas Compostas
Resina Beautifil XSL ,Beautifil,Dentista,Dentística e Estética,Resinas Compostas
Resina Brilliant Everglow ,Brilliant Everglow ,Dentista,Dentística e Estética,Resinas Compostas
Resina Brilliant NG ,Brilliant NG ,Dentista,Dentística e Estética,Resinas Compostas
Resina Brilliant NG Dentina ,Brilliant NG ,Dentista,Dentística e Estética,Resinas Compostas
Resina Bulk Fill Admira Fusion X,Admira Fusion,Dentista,Dentística e Estética,Resinas Compostas
Resina Bulk Fill Admira Fusion X Base Universal ,Admira Fusion,Dentista,Dentística e Estética,Resinas Compostas
Resina Bulk Fill Admira Fusion X tra Caps ,Admira Fusion,Dentista,Dentística e Estética,Resinas Compostas
Resina Bulk Fill Admira Fusion X tra Universal ,Admira Fusion,Dentista,Dentística e Estética,Resinas Compostas
Resina Bulk Fill Ecosite ,Ecosite,Dentista,Dentística e Estética,Resinas Compostas
Resina Bulk Fill SonicFill 2 ,Sonic Fill 2,Dentista,Dentística e Estética,Resinas Compostas
Resina Bulk Fill X-Tra Base,X-Tra Base,Dentista,Dentística e Estética,Resinas Compostas
Resina Cention N Starter Kit ,Cention,Dentista,Dentística e Estética,Resinas Compostas
Resina Charisma Classic ,Charisma,Dentista,Dentística e Estética,Resinas Compostas
Resina Charisma Diamond ,Charisma,Dentista,Dentística e Estética,Resinas Compostas
Resina Charisma Diamond Kit Estética ,Charisma,Dentista,Dentística e Estética,Resinas Compostas
Resina Charisma Diamond One ,Charisma,Dentista,Dentística e Estética,Resinas Compostas
Resina Charisma Opal ,Charisma,Dentista,Dentística e Estética,Resinas Compostas
Resina Charisma Opal OL ,Charisma,Dentista,Dentística e Estética,Resinas Compostas
Resina Clearfil AP,Clearfil,Dentista,Dentística e Estética,Resinas Compostas
Resina Clearfil AP X ES 2 ,Clearfil,Dentista,Dentística e Estética,Resinas Compostas
Resina Clearfil ST Opaquer 4g ,Clearfil,Dentista,Dentística e Estética,Resinas Compostas
Resina Compômero Twinky Star Flow ,Twink Star,Dentista,Dentística e Estética,Resinas Compostas
Resina Composta Aura 3G ,Aura,Dentista,Dentística e Estética,Resinas Compostas
Resina Composta Microhíbrida Essentia ,Essentia,Dentista,Dentística e Estética,Resinas Compostas
Resina Composta Microhíbrida Gradia Direct ,Gradia,Dentista,Dentística e Estética,Resinas Compostas
Resina Composta Nanoh Empress Direct Refill Enamel B3 3G ,,Dentista,Dentística e Estética,Resinas Compostas
Resina Composta Nanoh Empress Direct Refill Enamel D3 3G ,,Dentista,Dentística e Estética,Resinas Compostas
Resina Composta Stela Automix Refil 8G ,Stela,Dentista,Dentística e Estética,Resinas Compostas
Resina Composta Stela Cápsula ,Stela,Dentista,Dentística e Estética,Resinas Compostas
Resina Composta VIT l escense ,Vit L Escence,Dentista,Dentística e Estética,Resinas Compostas
Resina Duopack 3M™ Filtek™ Universal ,Filtek,Dentista,Dentística e Estética,Resinas Compostas
Resina Durafill VS ,Durafill,Dentista,Dentística e Estética,Resinas Compostas
Resina Elora APS ,Elora,Dentista,Dentística e Estética,Resinas Compostas
Resina Elora APS Trans ,Elora,Dentista,Dentística e Estética,Resinas Compostas
Resina Epic ,Epic,Dentista,Dentística e Estética,Resinas Compostas
Resina Estelite Bianco ,Estelite ,Dentista,Dentística e Estética,Resinas Compostas
Resina Estelite Bianco Trial Syringe ,Estelite ,Dentista,Dentística e Estética,Resinas Compostas
Resina Estelite Omega ,Estelite ,Dentista,Dentística e Estética,Resinas Compostas
Resina Estelite Omega Kit Deluxe ,Estelite ,Dentista,Dentística e Estética,Resinas Compostas
Resina Estelite Posterior ,Estelite ,Dentista,Dentística e Estética,Resinas Compostas
Resina Estética Amaris Gingiva Kit ,Amaris,Dentista,Dentística e Estética,Resinas Compostas
Resina EverX Posterior ,EverX,Dentista,Dentística e Estética,Resinas Compostas
Resina Fill Magic ,Fill Magic,Dentista,Dentística e Estética,Resinas Compostas
Resina Filtek Easy Match ,Filtek,Dentista,Dentística e Estética,Resinas Compostas
Resina Forma ,Forma,Dentista,Dentística e Estética,Resinas Compostas
Resina G aenial Universal Flo ,G aenial,Dentista,Dentística e Estética,Resinas Compostas
Resina Gradia Direct LA ,Gradia,Dentista,Dentística e Estética,Resinas Compostas
Resina Gradia Direct LA X ,Gradia,Dentista,Dentística e Estética,Resinas Compostas
Resina Grandioso ,Grandioso,Dentista,Dentística e Estética,Resinas Compostas
Resina Harmonize ,Harmonize,Dentista,Dentística e Estética,Resinas Compostas
Resina Harmonize Dentina ,Harmonize,Dentista,Dentística e Estética,Resinas Compostas
Resina Herculite Classic ,Herculite,Dentista,Dentística e Estética,Resinas Compostas
Resina Herculite Classic ,Herculite,Dentista,Dentística e Estética,Resinas Compostas
Resina Herculite Précis ,Herculite,Dentista,Dentística e Estética,Resinas Compostas
Resina Innova com Zircônia,Innova,Dentista,Dentística e Estética,Resinas Compostas
Resina IPS Empress Direct ,IPS Empress Direct,Dentista,Dentística e Estética,Resinas Compostas
Resina Llis ,Llis,Dentista,Dentística e Estética,Resinas Compostas
Resina Luna 2 ,Luna 2,Dentista,Dentística e Estética,Resinas Compostas
Resina Neo Spectra ST ,Neo Spectra,Dentista,Dentística e Estética,Resinas Compostas
Resina Neo Spectra St HV Refil BW ,Neo Spectra,Dentista,Dentística e Estética,Resinas Compostas
Resina NT Premium ,NT Premium,Dentista,Dentística e Estética,Resinas Compostas
Resina NT Premium Gengiva ,NT Premium,Dentista,Dentística e Estética,Resinas Compostas
Resina Opallis ,Opallis,Dentista,Dentística e Estética,Resinas Compostas
Resina Opallis ,Opallis,Dentista,Dentística e Estética,Resinas Compostas
Resina Opallis ,Opallis,Dentista,Dentística e Estética,Resinas Compostas
Resina Opallis Ebl2 1 Seringa ,Opallis,Dentista,Dentística e Estética,Resinas Compostas
Resina Opallis Kit Básico ,Opallis,Dentista,Dentística e Estética,Resinas Compostas
Resina Opallis Kit Clinical ,Opallis,Dentista,Dentística e Estética,Resinas Compostas
Resina Opallis Odontopediatria ,Opallis,Dentista,Dentística e Estética,Resinas Compostas
Resina Opus Bulk Fill ,Opus,Dentista,Dentística e Estética,Resinas Compostas
Resina Orion ,Orion,Dentista,Dentística e Estética,Resinas Compostas
Resina Palfique LX5 ,Palfique,Dentista,Dentística e Estética,Resinas Compostas
Resina Palfique LX5 Mini ,Palfique,Dentista,Dentística e Estética,Resinas Compostas
Resina Palfique Omnichroma Blocker 4g ,Palfique,Dentista,Dentística e Estética,Resinas Compostas
Resina Palfique Omnichroma Syringe 4g ,Palfique,Dentista,Dentística e Estética,Resinas Compostas
Resina Palfique Omnichroma Trial Syringe 1ml ,Palfique,Dentista,Dentística e Estética,Resinas Compostas
Resina Point 4 ,Point 4,Dentista,Dentística e Estética,Resinas Compostas
Resina Point 4 ,Point 4,Dentista,Dentística e Estética,Resinas Compostas
Resina Point 4 ED2 ,Point 4,Dentista,Dentística e Estética,Resinas Compostas
Resina Point 4 XL2 ,Point 4,Dentista,Dentística e Estética,Resinas Compostas
Resina Sirius Z ,Sirius Z ,Dentista,Dentística e Estética,Resinas Compostas
Resina Spectra Basic ,Spectra,Dentista,Dentística e Estética,Resinas Compostas
Resina Spectra Smart ,Spectra,Dentista,Dentística e Estética,Resinas Compostas
Resina Tetric N,Tetric,Dentista,Dentística e Estética,Resinas Compostas
Resina Tetric N,Tetric,Dentista,Dentística e Estética,Resinas Compostas
Resina Tetric N,Tetric,Dentista,Dentística e Estética,Resinas Compostas
Resina Tetric N,Tetric,Dentista,Dentística e Estética,Resinas Compostas
Resina TPH Spectrum ,TPH Spectrum,Dentista,Dentística e Estética,Resinas Compostas
Resina Transcend Universal Body ,Transcend,Dentista,Dentística e Estética,Resinas Compostas
Resina Ultrafill ,Ultrafill,Dentista,Dentística e Estética,Resinas Compostas
Resina Unicollor Bulk Fill Efeito Camaleão ,,Dentista,Dentística e Estética,Resinas Compostas
Resina Vittra APS ,Vittra,Dentista,Dentística e Estética,Resinas Compostas
Resina Vittra APS ,Vittra,Dentista,Dentística e Estética,Resinas Compostas
Resina Vittra APS Unique ,Unique,Dentista,Dentística e Estética,Resinas Compostas
Resina Z100,Z100,Dentista,Dentística e Estética,Resinas Compostas
Resina Z100 DuoPack ,Z100,Dentista,Dentística e Estética,Resinas Compostas
Resina Zirconfill ,Zirconfill,Dentista,Dentística e Estética,Resinas Compostas
Resina Zirconfill ,Zirconfill,Dentista,Dentística e Estética,Resinas Compostas
Resina Composta SR Nexco Effect ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Composta SR Nexco Intensive Gingiva ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Composta SR Nexco Margin ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Composta Sr Nexco Pontic Fill Refil 2.5G ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Composta SR Nexco Stains ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Lab Ceramage Dentina Opaco ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Lab Ceramage Gengiva Gum ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Lab Ceramage Incisal ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Lab Ceramage Líquida de Modelar ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Lab Ceramage Modificador Incisal Transparente ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Lab Ceramage Spacer ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Lab SEP Ceramage ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Resilab Master ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Signum Ceramis ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina SR Nexco Dentin ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina SR Nexco Gingiva ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina SR Nexco Incisal ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Sr Nexco Liner ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina SR Nexco Opaquer ,,Laboratório,Resinas e Polímeros,Resinas Compostas
Resina Flexível ,,Laboratório,Resinas e Polímeros,Materiais Termoplásticos
Resina 3M™ Filtek™ Bulk Fill Flowable Restorative ,Filtek,Dentista,Dentística e Estética,Resinas Compostas
Resina 3M™ Filtek™ Supreme Flowable ,Z350,Dentista,Dentística e Estética,Resinas Compostas
Resina Admira Fusion Flow ,Admira Fusion,Dentista,Dentística e Estética,Resinas Compostas
Resina Applic Flow ,Applic,Dentista,Dentística e Estética,Resinas Compostas
Resina Autoadesiva Yflow SA ,Yflow,Dentista,Dentística e Estética,Resinas Compostas
